2017-11-02 09:13,5.68
2017-11-02 09:14,5.68
2017-11-02 09:15,5.67
2017-11-02 09:16,5.67
2017-11-02 09:17,5.68
2017-11-02 09:18,5.68
2017-11-02 09:19,5.69
2017-11-02 09:20,5.70
2017-11-02 09:21,5.69
2017-11-02 09:22,5.66
2017-11-02 09:23,5.66
2017-11-02 09:24,5.66
2017-11-02 09:25,5.67
2017-11-02 09:26,5.67
2017-11-02 09:27,5.68
2017-11-02 09:28,5.68
2017-11-02 09:29,5.69
2017-11-02 09:30,5.66
2017-11-02 09:31,5.68
2017-11-02 09:32,5.68
2017-11-02 09:33,5.68
2017-11-02 09:34,5.69
2017-11-02 09:35,5.69
2017-11-02 09:36,5.69
2017-11-02 09:37,5.68
2017-11-02 09:38,5.69
2017-11-02 09:39,5.69
2017-11-02 09:40,5.72
2017-11-02 09:41,5.73
2017-11-02 09:42,5.74
2017-11-02 09:43,5.73
2017-11-02 09:44,5.73
2017-11-02 09:45,5.73
2017-11-02 09:46,5.74
2017-11-02 09:47,5.71
2017-11-02 09:48,5.73
2017-11-02 09:49,5.73
2017-11-02 09:50,5.74
2017-11-02 09:51,5.74
2017-11-02 09:52,5.74
2017-11-02 09:53,5.74
2017-11-02 09:54,5.74
2017-11-02 09:55,5.76
2017-11-02 09:56,5.76
2017-11-02 09:57,5.75
2017-11-02 09:58,5.74
2017-11-02 09:59,5.74
2017-11-02 10:00,5.76
2017-11-02 10:01,5.76
2017-11-02 10:02,5.75
2017-11-02 10:03,5.77
2017-11-02 10:04,5.75
2017-11-02 10:05,5.76
2017-11-02 10:06,5.76
2017-11-02 10:07,5.74
2017-11-02 10:08,5.73
2017-11-02 10:09,5.73
2017-11-02 10:10,5.73
2017-11-02 10:11,5.74
2017-11-02 10:12,5.74
2017-11-02 10:13,5.74
2017-11-02 10:14,5.74
2017-11-02 10:15,5.75
2017-11-02 10:16,5.76
2017-11-02 10:17,5.76
2017-11-02 10:18,5.76
2017-11-02 10:19,5.75
2017-11-02 10:20,5.75
2017-11-02 10:21,5.76
2017-11-02 10:22,5.76
